 ID Ιατρού |   Επώνυμο Ιατρού   | Όνομα Ιατρού | Επίπεδο Ιεραρχίας | Κωδικός Επόπτη |   Επώνυμο Επόπτη   | Όνομα Επόπτη | Βαθμίδα Επόπτη 
       544 | Καργάκου           | Θεοπίστη     |                 3 |             25 | Βούκας             | Ζαχαρένια    | Διευθυντής
       545 | Μπατσάκη           | Χιονιά       |                 1 |            200 | Πέππας             | Νικηφόρος    | Επιμελητής Α
       545 | Μπατσάκη           | Χιονιά       |                 2 |              1 | Τουρναβίτης        | Ανδρονίκη    | Διευθυντής
       546 | Γενετζάκης         | Αλκιβιάδης   |                 1 |             53 | Ζηρός              | Αντίπατρος   | Διευθυντής
       547 | Μάνδρος            | Δανιήλ       |                 1 |             74 | Ντότης             | Κατερίνα     | Διευθυντής
       548 | Δρακουλή           | Λεμονιά      |                 1 |            345 | Ζουλούμης          | Διαλεκτή     | Επιμελητής Β
       548 | Δρακουλή           | Λεμονιά      |                 2 |            257 | Ξένου              | Σταμάτης     | Επιμελητής Α
       548 | Δρακουλή           | Λεμονιά      |                 3 |             68 | Βουλγαρίδου        | Απόλλων      | Διευθυντής
       549 | Κουλουμπού         | Στυλιανή     |                 1 |            363 | Θεοχάρης           | Μακρίνα      | Επιμελητής Β
       549 | Κουλουμπού         | Στυλιανή     |                 2 |             42 | Μαστρογιώργης      | Αμβροσία     | Διευθυντής
       550 | Φειδερόπουλος      | Νέαρχος      |                 1 |            414 | Ντότης             | Χιονιά       | Επιμελητής Β
       550 | Φειδερόπουλος      | Νέαρχος      |                 2 |             98 | Τυράλης            | Μαυροειδής   | Επιμελητής Α
       550 | Φειδερόπουλος      | Νέαρχος      |                 3 |             38 | Μαμαλά             | Γαβριήλ      | Διευθυντής
       551 | Καραμανλή          | Ευριπίδης    |                 1 |             64 | Ξανθοπούλου        | Ινώ          | Διευθυντής
       552 | Βαλαβάνης          | Γαρυφαλλιά   |                 1 |            396 | Τσουκνίδας         | Ευμένιος     | Επιμελητής Β
       552 | Βαλαβάνης          | Γαρυφαλλιά   |                 2 |             95 | Ρούσσου            | Οδυσσεύς     | Επιμελητής Α
       552 | Βαλαβάνης          | Γαρυφαλλιά   |                 3 |             24 | Μπακοστεργίου      | Μαλβίνα      | Διευθυντής
       553 | Χατζηκύρκος        | Μαγδαληνός   |                 1 |             42 | Μαστρογιώργης      | Αμβροσία     | Διευθυντής
       554 | Αναστασάκη         | Ρεβέκα       |                 1 |            419 | Χορτάτου           | Δαβιδούλα    | Επιμελητής Β
       554 | Αναστασάκη         | Ρεβέκα       |                 2 |            260 | Μοσχοβάκη          | Μακάριος     | Επιμελητής Α
       554 | Αναστασάκη         | Ρεβέκα       |                 3 |             10 | Κεσκίνη            | Γερακίνα     | Διευθυντής
       555 | Φούσκας            | Πούλια       |                 1 |             57 | Βουτσάς            | Μεταξία      | Διευθυντής
       556 | Σάουερ             | Θεοχάρης     |                 1 |            178 | Χριστοπούλου       | Ιουλιανός    | Επιμελητής Α
       556 | Σάουερ             | Θεοχάρης     |                 2 |             60 | Βούλκος            | Ερρίκος      | Διευθυντής
       557 | Βαλσαμίδου         | Χρίστος      |                 1 |            283 | Θεολόγος           | Αγάπιος      | Επιμελητής Β
       557 | Βαλσαμίδου         | Χρίστος      |                 2 |            228 | Φωκαδελής          | Βικτόρια     | Επιμελητής Α
       557 | Βαλσαμίδου         | Χρίστος      |                 3 |             76 | Γιαννούκος         | Κατερίνα     | Διευθυντής
       558 | Στυλιανίδου        | Μαντώ        |                 1 |            120 | Ανδρουλάκης        | Ίκαρος       | Επιμελητής Α
       558 | Στυλιανίδου        | Μαντώ        |                 2 |             88 | Σαλταούρας         | Θουκυδίδης   | Διευθυντής
       559 | Μεϊμάρης           | Χριστιάν     |                 1 |            150 | Μιχελή             | Αυγέρης      | Επιμελητής Α
       559 | Μεϊμάρης           | Χριστιάν     |                 2 |             82 | Γαλατούλας         | Χρήστος      | Διευθυντής
       560 | Βαφειάδου          | Μάνθα        |                 1 |            157 | Χριστάρας          | Δωρόθεος     | Επιμελητής Α
       560 | Βαφειάδου          | Μάνθα        |                 2 |             40 | Μασαούτη           | Στυλιανή     | Διευθυντής
       561 | Σταμούλης          | Ρίζος        |                 1 |            167 | Ακαλίδης           | Νικολέτα     | Επιμελητής Α
       561 | Σταμούλης          | Ρίζος        |                 2 |             60 | Βούλκος            | Ερρίκος      | Διευθυντής
       562 | Τρίκα              | Βενιζέλος    |                 1 |            178 | Χριστοπούλου       | Ιουλιανός    | Επιμελητής Α
       562 | Τρίκα              | Βενιζέλος    |                 2 |             60 | Βούλκος            | Ερρίκος      | Διευθυντής
       563 | Γεωργούδης         | Ιππολύτη     |                 1 |            246 | Μωρός              | Σεβαστή      | Επιμελητής Α
       563 | Γεωργούδης         | Ιππολύτη     |                 2 |             52 | Οικονόμου          | Παρθένα      | Διευθυντής
       564 | Καφφέ              | Ραλλία       |                 1 |             91 | Καρανασίου         | Πολυκράτης   | Επιμελητής Α
       564 | Καφφέ              | Ραλλία       |                 2 |             88 | Σαλταούρας         | Θουκυδίδης   | Διευθυντής
       565 | Νάντσου            | Στυλιανή     |                 1 |            200 | Πέππας             | Νικηφόρος    | Επιμελητής Α
       565 | Νάντσου            | Στυλιανή     |                 2 |              1 | Τουρναβίτης        | Ανδρονίκη    | Διευθυντής
       566 | Τσίμη              | Ρούσα        |                 1 |            165 | Ποσάντζη           | Αλκιβιάδης   | Επιμελητής Α
       566 | Τσίμη              | Ρούσα        |                 2 |             70 | Μπαφίτη            | Ιερεμίας     | Διευθυντής
       567 | Σαπρίκη            | Στεφανία     |                 1 |            168 | Σταμούλης          | Βερόνικα     | Επιμελητής Α
       567 | Σαπρίκη            | Στεφανία     |                 2 |             59 | Μιχελακάκη         | Βησσαρίων    | Διευθυντής
       568 | Μυλωνάς            | Σελήνη       |                 1 |            254 | Αγγελής            | Ιερεμίας     | Επιμελητής Α
       568 | Μυλωνάς            | Σελήνη       |                 2 |             86 | Χατζελλής          | Ελισάβετ     | Διευθυντής
       569 | Κουρκουτάς         | Χρυσαυγή     |                 1 |            369 | Ταβερναράκης       | Κοραλία      | Επιμελητής Β
       569 | Κουρκουτάς         | Χρυσαυγή     |                 2 |             53 | Ζηρός              | Αντίπατρος   | Διευθυντής
       570 | Σαλέμη             | Ευτυχία      |                 1 |             11 | Γεωργιάδου         | Μαριγώ       | Διευθυντής
       571 | Βαλτάς             | Θεοτόκης     |                 1 |             99 | Μπότζα             | Θαλής        | Επιμελητής Α
       571 | Βαλτάς             | Θεοτόκης     |                 2 |             14 | Κατσανίκου         | Πολύβια      | Διευθυντής
       572 | Μαυρουδής          | Εύα          |                 1 |            311 | Παλαμπουγιούκη     | Αμφιτρίτη    | Επιμελητής Β
       572 | Μαυρουδής          | Εύα          |                 2 |            119 | Παλιούρα           | Σμαράγδα     | Επιμελητής Α
       572 | Μαυρουδής          | Εύα          |                 3 |             37 | Ταφραλή            | Λεμονής      | Διευθυντής
       573 | Παπαδημητριάδης    | Θεοδώρα      |                 1 |            131 | Μαρακάς            | Λουκάς       | Επιμελητής Α
       573 | Παπαδημητριάδης    | Θεοδώρα      |                 2 |             56 | Παπαδάκης          | Γιάννης      | Διευθυντής
       574 | Ξένου              | Ακρίτας      |                 1 |            215 | Κονιδάρης          | Δομήνικος    | Επιμελητής Α
       574 | Ξένου              | Ακρίτας      |                 2 |             31 | Βαλτάς             | Ροδόκλεια    | Διευθυντής
       575 | Σιμητοπούλου       | Σταμάτιος    |                 1 |             75 | Διοπούλου          | Διονυσία     | Διευθυντής
       576 | Σαμακίδης          | Βελισσαρία   |                 1 |            307 | Λιούκα             | Σάββας       | Επιμελητής Β
       576 | Σαμακίδης          | Βελισσαρία   |                 2 |            139 | Οικονόμου          | Χριστιάν     | Επιμελητής Α
       576 | Σαμακίδης          | Βελισσαρία   |                 3 |             46 | Χατζηβλασίου       | Υβόννη       | Διευθυντής
       577 | Ρήνος              | Ρεγγίνα      |                 1 |            204 | Παπανδρέου         | Περικλής     | Επιμελητής Α
       577 | Ρήνος              | Ρεγγίνα      |                 2 |             75 | Διοπούλου          | Διονυσία     | Διευθυντής
       578 | Χιτός              | Φλωρεντία    |                 1 |            377 | Γκάγκας            | Βασίλειος    | Επιμελητής Β
       578 | Χιτός              | Φλωρεντία    |                 2 |             68 | Βουλγαρίδου        | Απόλλων      | Διευθυντής
       579 | Χατζή              | Ευσταθία     |                 1 |             75 | Διοπούλου          | Διονυσία     | Διευθυντής
       580 | Δρακάκης           | Τσαμπίκα     |                 1 |            226 | Σάουερ             | Μόσχα        | Επιμελητής Α
       580 | Δρακάκης           | Τσαμπίκα     |                 2 |              7 | Αγγελίδου          | Κυριάκος     | Διευθυντής
       581 | Δάρας              | Χρυσαυγή     |                 1 |            122 | Καραγρηγορίου      | Ραχήλ        | Επιμελητής Α
       581 | Δάρας              | Χρυσαυγή     |                 2 |             11 | Γεωργιάδου         | Μαριγώ       | Διευθυντής
       582 | Τσέγας             | Ευαγγελία    |                 1 |            213 | Τορομίδης          | Κασσιανή     | Επιμελητής Α
       582 | Τσέγας             | Ευαγγελία    |                 2 |             86 | Χατζελλής          | Ελισάβετ     | Διευθυντής
       583 | Τσικνή             | Ευρυδίκη     |                 1 |            240 | Ξενάκη             | Νεόκλεια     | Επιμελητής Α
       583 | Τσικνή             | Ευρυδίκη     |                 2 |             56 | Παπαδάκης          | Γιάννης      | Διευθυντής
       584 | Πανοπούλου         | Παύλος       |                 1 |            288 | Παπασπηλιωτοπούλου | Ρουμπίνη     | Επιμελητής Β
       584 | Πανοπούλου         | Παύλος       |                 2 |             11 | Γεωργιάδου         | Μαριγώ       | Διευθυντής
       585 | Αγγελάκος          | Ινώ          |                 1 |            375 | Αξαόπουλος         | Ιππόλυτος    | Επιμελητής Β
       585 | Αγγελάκος          | Ινώ          |                 2 |             33 | Ρουπακάς           | Βλασία       | Διευθυντής
       586 | Σκρεμμύδα          | Κλημεντίνη   |                 1 |            287 | Ψυρρή              | Αγαθή        | Επιμελητής Β
       586 | Σκρεμμύδα          | Κλημεντίνη   |                 2 |             63 | Γούλα              | Αλεξάνδρα    | Διευθυντής
       587 | Χαβρεδάκης         | Μυρσίνη      |                 1 |            346 | Ιωσηφίδης          | Χαρίκλεια    | Επιμελητής Β
       587 | Χαβρεδάκης         | Μυρσίνη      |                 2 |            241 | Μαγκούφης          | Πολύκαρπος   | Επιμελητής Α
       587 | Χαβρεδάκης         | Μυρσίνη      |                 3 |             77 | Καρτάς             | Άλκηστις     | Διευθυντής
       588 | Σφούνης            | Πανδώρα      |                 1 |            165 | Ποσάντζη           | Αλκιβιάδης   | Επιμελητής Α
       588 | Σφούνης            | Πανδώρα      |                 2 |             70 | Μπαφίτη            | Ιερεμίας     | Διευθυντής
       589 | Παπουτσοπούλου     | Ευθύμιος     |                 1 |            108 | Τραγούστη          | Θεοδόσιος    | Επιμελητής Α
       589 | Παπουτσοπούλου     | Ευθύμιος     |                 2 |             20 | Δρυμαλίτου         | Ζαχαρένια    | Διευθυντής
       590 | Ευαγγελάκη         | Ίρις         |                 1 |            120 | Ανδρουλάκης        | Ίκαρος       | Επιμελητής Α
       590 | Ευαγγελάκη         | Ίρις         |                 2 |             88 | Σαλταούρας         | Θουκυδίδης   | Διευθυντής
       591 | Σταμάτης           | Αναστασία    |                 1 |            269 | Τσέτου             | Πολυχρόνιος  | Επιμελητής Α
       591 | Σταμάτης           | Αναστασία    |                 2 |             58 | Περουλάκη          | Αγαθάγγελος  | Διευθυντής
       592 | Καραγρηγορίου      | Βάιος        |                 1 |            179 | Παπασπηλιωτοπούλου | Ιερόθεος     | Επιμελητής Α
       592 | Καραγρηγορίου      | Βάιος        |                 2 |             25 | Βούκας             | Ζαχαρένια    | Διευθυντής
       593 | Σπανδωνίδης        | Μαρίνος      |                 1 |            262 | Αντωνέας           | Αταλάντη     | Επιμελητής Α
       593 | Σπανδωνίδης        | Μαρίνος      |                 2 |             55 | Φυτιλή             | Σπυριδούλα   | Διευθυντής
       594 | Χατζόπουλος        | Αργυρώ       |                 1 |            171 | Μανιάτη            | Δωροθέα      | Επιμελητής Α
       594 | Χατζόπουλος        | Αργυρώ       |                 2 |             66 | Σαλέμη             | Θεολογία     | Διευθυντής
       595 | Κυριακίδης         | Κρινιώ       |                 1 |            199 | Φρογάκης           | Πελοπίδας    | Επιμελητής Α
       595 | Κυριακίδης         | Κρινιώ       |                 2 |             24 | Μπακοστεργίου      | Μαλβίνα      | Διευθυντής
       596 | Δούνης             | Αρτέμης      |                 1 |            375 | Αξαόπουλος         | Ιππόλυτος    | Επιμελητής Β
       596 | Δούνης             | Αρτέμης      |                 2 |             33 | Ρουπακάς           | Βλασία       | Διευθυντής
       597 | Πιτσάκης           | Παυλίνα      |                 1 |              8 | Μπίλλας            | Παντελεήμων  | Διευθυντής
       598 | Μαστρογιαννίδου    | Δημήτριος    |                 1 |              9 | Σεμπέπου           | Ξανθίππη     | Διευθυντής
       599 | Κωνσταντακόπουλος  | Θεοδοσία     |                 1 |             58 | Περουλάκη          | Αγαθάγγελος  | Διευθυντής
       600 | Κωτσικόρης         | Πέτρος       |                 1 |            116 | Μηνά               | Αλέξανδρος   | Επιμελητής Α
       600 | Κωτσικόρης         | Πέτρος       |                 2 |             21 | Γούλα              | Αγάπη        | Διευθυντής
(795 rows)

