 ID Προσωπικού |     Όνομα      |      Επώνυμο       |   Τύπος Προσωπικού   
          1497 | Πελοπίδας      | Γρηγορόπουλος      | Διοικητικό Προσωπικό
          1274 | Δήμος          | Δάφνη              | Διοικητικό Προσωπικό
          1256 | Φίλιππος       | Δανελής            | Διοικητικό Προσωπικό
          1493 | Τριανταφυλλιά  | Δεδούκου           | Διοικητικό Προσωπικό
          1259 | Γεώργιος       | Δεδούκου           | Διοικητικό Προσωπικό
          1433 | Περικλής       | Δελή               | Διοικητικό Προσωπικό
          1573 | Παντούλα       | Δημόπουλος         | Διοικητικό Προσωπικό
          1469 | Μιχαέλα        | Διακάκης           | Διοικητικό Προσωπικό
          1347 | Φιλήμων        | Διακάκης           | Διοικητικό Προσωπικό
          1368 | Σπυράννα       | Δινεζάκης          | Διοικητικό Προσωπικό
          1286 | Υπαπαντή       | Δουλάμη            | Διοικητικό Προσωπικό
          1522 | Χάιδω          | Δουμάς             | Διοικητικό Προσωπικό
          1324 | Φρειδερίκος    | Δούβαλη            | Διοικητικό Προσωπικό
          1408 | Αιμιλία        | Δούνης             | Διοικητικό Προσωπικό
          1535 | Ευμένιος       | Δραζιώτης          | Διοικητικό Προσωπικό
          1457 | Νικολίτσα      | Δρακουλή           | Διοικητικό Προσωπικό
          1382 | Ευστρατία      | Δώρη               | Διοικητικό Προσωπικό
          1536 | Δημήτριος      | Δώρη               | Διοικητικό Προσωπικό
          1288 | Γαρύφαλλος     | Ελευθερίου         | Διοικητικό Προσωπικό
          1383 | Ταξιαρχία      | Ζαχαρίου           | Διοικητικό Προσωπικό
          1300 | Φερενίκη       | Ζεγλίνα            | Διοικητικό Προσωπικό
          1254 | Φωκάς          | Ζεγλίνα            | Διοικητικό Προσωπικό
          1585 | Νεκταρία       | Ζιάκας             | Διοικητικό Προσωπικό
          1549 | Λύσανδρος      | Ζιάρα              | Διοικητικό Προσωπικό
          1350 | Ιγνάτιος       | Ζυγούρης           | Διοικητικό Προσωπικό
          1548 | Μαργαρίτα      | Θεοδοσίου          | Διοικητικό Προσωπικό
          1588 | Μαρίνα         | Θωμάκου            | Διοικητικό Προσωπικό
          1384 | Χαρά           | Θωμάς              | Διοικητικό Προσωπικό
          1328 | Νεοκλής        | Ιωακείμ            | Διοικητικό Προσωπικό
          1578 | Αγάπη          | Κίσσας             | Διοικητικό Προσωπικό
          1571 | Τρισεύγενη     | Κακαβός            | Διοικητικό Προσωπικό
          1361 | Ποθητή         | Κακατσός           | Διοικητικό Προσωπικό
          1531 | Αλίκη          | Καλαμάρα           | Διοικητικό Προσωπικό
          1598 | Σαπφώ          | Καλαϊτζοπούλου     | Διοικητικό Προσωπικό
          1515 | Μυρτώ          | Καμπούρη           | Διοικητικό Προσωπικό
          1465 | Λουλουδένια    | Καμπούρη           | Διοικητικό Προσωπικό
          1471 | Βενετία        | Κανελλόπουλος      | Διοικητικό Προσωπικό
          1381 | Ιουλιανή       | Καπετάνιος         | Διοικητικό Προσωπικό
          1529 | Σάββας         | Καπουρνιώτη        | Διοικητικό Προσωπικό
          1528 | Ήβη            | Καράμπη            | Διοικητικό Προσωπικό
          1569 | Ασπασία        | Καράνης            | Διοικητικό Προσωπικό
          1541 | Λαζαρία        | Καραγιοβάννη       | Διοικητικό Προσωπικό
          1352 | Μαριάνθη       | Καρακαστανιάς      | Διοικητικό Προσωπικό
          1292 | Κοκκώνα        | Καρακώστα          | Διοικητικό Προσωπικό
          1481 | Πολυξένη       | Καραμσαλής         | Διοικητικό Προσωπικό
          1398 | Θεοχαρούλα     | Καρυδά             | Διοικητικό Προσωπικό
          1277 | Πασχαλιά       | Καρυπίδης          | Διοικητικό Προσωπικό
          1410 | Παναγιώτα      | Κασμιρλή           | Διοικητικό Προσωπικό
          1467 | Διδώ           | Κασμιρλή           | Διοικητικό Προσωπικό
          1586 | Διαμαντούλα    | Κασσωτάκη          | Διοικητικό Προσωπικό
          1492 | Λέανδρος       | Κασσωτάκη          | Διοικητικό Προσωπικό
          1565 | Μαγδαληνός     | Κασσωτάκη          | Διοικητικό Προσωπικό
          1364 | Φανούριος      | Κατάκης            | Διοικητικό Προσωπικό
          1435 | Αντωνία        | Καταραχιάς         | Διοικητικό Προσωπικό
          1360 | Κομνηνός       | Κατσίφος           | Διοικητικό Προσωπικό
          1499 | Φίλιππος       | Κατσαρός           | Διοικητικό Προσωπικό
          1310 | Αλεξάνδρα      | Κατσιμάλη          | Διοικητικό Προσωπικό
          1440 | Θεόδωρος       | Κερασοβίτης        | Διοικητικό Προσωπικό
          1265 | Φιλήμων        | Κλεινάκη           | Διοικητικό Προσωπικό
          1477 | Χαρίκλεια      | Κονδυλίδης         | Διοικητικό Προσωπικό
          1521 | Ευθύμιος       | Κοντάκος           | Διοικητικό Προσωπικό
          1488 | Θεμιστοκλής    | Κοντός             | Διοικητικό Προσωπικό
          1291 | Θέκλα          | Κορδατζής          | Διοικητικό Προσωπικό
          1480 | Ιορδάνης       | Κορμπόπουλος       | Διοικητικό Προσωπικό
          1450 | Βαρδής         | Κορομπόκη          | Διοικητικό Προσωπικό
          1470 | Αριάδνη        | Κορομπόκη          | Διοικητικό Προσωπικό
          1423 | Κωνσταντίνα    | Κοτσαρής           | Διοικητικό Προσωπικό
          1432 | Ευθαλία        | Κουκλατζής         | Διοικητικό Προσωπικό
          1484 | Μερόπη         | Κουλίδης           | Διοικητικό Προσωπικό
          1449 | Αρχοντία       | Κουτεντάκης        | Διοικητικό Προσωπικό
          1596 | Κηρύκος        | Κουτσικόπουλος     | Διοικητικό Προσωπικό
          1393 | Κύρος          | Κουτσογιάννόπουλος | Διοικητικό Προσωπικό
          1366 | Έξαρχος        | Κουτχιάς           | Διοικητικό Προσωπικό
          1321 | Κόσμια         | Κρεμμύδας          | Διοικητικό Προσωπικό
          1506 | Ξανθός         | Κυρίτσης           | Διοικητικό Προσωπικό
          1266 | Λεμονής        | Κυριακίδης         | Διοικητικό Προσωπικό
          1599 | Κυριαζής       | Κυριακούλη         | Διοικητικό Προσωπικό
          1261 | Ανδρέας        | Κυρκούδη           | Διοικητικό Προσωπικό
          1399 | Χλόη           | Κυρούδη            | Διοικητικό Προσωπικό
          1498 | Ξενοφών        | Κυρούδη            | Διοικητικό Προσωπικό
          1309 | Αγαθή          | Κωνσταντάς         | Διοικητικό Προσωπικό
          1295 | Τζανέτος       | Κωνσταντακόπουλος  | Διοικητικό Προσωπικό
          1439 | Χρυσοβαλάντου  | Κωστάκης           | Διοικητικό Προσωπικό
          1519 | Αργυρώ         | Κωστοπούλου        | Διοικητικό Προσωπικό
          1303 | Περικλής       | Κωστόπουλος        | Διοικητικό Προσωπικό
          1344 | Λυγερή         | Κωτούλας           | Διοικητικό Προσωπικό
          1464 | Βαρδής         | Κωτσίδης           | Διοικητικό Προσωπικό
          1255 | Αντώνιος       | Κώτσου             | Διοικητικό Προσωπικό
          1301 | Σπήλιος        | Λάππας             | Διοικητικό Προσωπικό
          1331 | Ιωάννης        | Λαγοπάτης          | Διοικητικό Προσωπικό
          1507 | Σταμάτιος      | Λεντζίου           | Διοικητικό Προσωπικό
          1517 | Πολύδωρα       | Λιούτας            | Διοικητικό Προσωπικό
          1370 | Γαληνός        | Λιόλιος            | Διοικητικό Προσωπικό
          1451 | Ελευθέριος     | Λώλος              | Διοικητικό Προσωπικό
          1446 | Κυδωνία        | Λώλος              | Διοικητικό Προσωπικό
          1336 | Ανδροκλής      | Μίσχος             | Διοικητικό Προσωπικό
          1385 | Βλάσης         | Μίχου              | Διοικητικό Προσωπικό
          1434 | Αύγουστος      | Μακρή              | Διοικητικό Προσωπικό
          1496 | Ραφαήλ         | Μακρή              | Διοικητικό Προσωπικό
          1460 | Ερρίκος        | Μακρυγιάννης       | Διοικητικό Προσωπικό
          1341 | Ελισάβετ       | Μαμαλά             | Διοικητικό Προσωπικό
          1389 | Χαρίτος        | Μανουσέλης         | Διοικητικό Προσωπικό
          1461 | Ιερόθεος       | Μαντάρης           | Διοικητικό Προσωπικό
          1253 | Πύρρος         | Μαντάς             | Διοικητικό Προσωπικό
          1412 | Σωφρονία       | Μαργαρώνης         | Διοικητικό Προσωπικό
          1582 | Κασσιανή       | Μαρκαντωνάκη       | Διοικητικό Προσωπικό
          1403 | Γρηγόριος      | Μαρουγιάννη        | Διοικητικό Προσωπικό
          1593 | Ηλιάνα         | Μαρουγιάννη        | Διοικητικό Προσωπικό
          1538 | Λαμπρινή       | Μαστρογιάννης      | Διοικητικό Προσωπικό
          1427 | Πελαγία        | Μαστρογιάννης      | Διοικητικό Προσωπικό
          1466 | Νίκων          | Μαυρίδη            | Διοικητικό Προσωπικό
          1523 | Ισιδώρα        | Μαυρομανωλάκης     | Διοικητικό Προσωπικό
          1524 | Ασημής         | Μαυρομμάτης        | Διοικητικό Προσωπικό
          1262 | Θεοπίστη       | Μαυρουδής          | Διοικητικό Προσωπικό
          1415 | Βερονίκη       | Μαυρούτσος         | Διοικητικό Προσωπικό
          1297 | Δανιήλ         | Μαυρούτσος         | Διοικητικό Προσωπικό
          1264 | Ειρηναίος      | Μελιτσόπουλος      | Διοικητικό Προσωπικό
          1380 | Κίμων          | Μελιτσόπουλος      | Διοικητικό Προσωπικό
          1332 | Αντώνιος       | Μεξή               | Διοικητικό Προσωπικό
          1390 | Πολύκαρπος     | Μεταξάς            | Διοικητικό Προσωπικό
          1595 | Βαρσαμία       | Μεταξάς            | Διοικητικό Προσωπικό
          1456 | Κοραλία        | Μεϊμάρης           | Διοικητικό Προσωπικό
          1426 | Βύρων          | Μηλιάκη            | Διοικητικό Προσωπικό
          1577 | Τηλέμαχος      | Μηνά               | Διοικητικό Προσωπικό
          1338 | Κόσμια         | Μητροπούλου        | Διοικητικό Προσωπικό
          1319 | Ασημούλα       | Μητσοπούλου        | Διοικητικό Προσωπικό
          1431 | Νεφέλη         | Μιλέα              | Διοικητικό Προσωπικό
          1282 | Οδυσσέας       | Μιχαηλίδης         | Διοικητικό Προσωπικό
          1396 | Κυπριανή       | Μιχαλάκης          | Διοικητικό Προσωπικό
          1258 | Αναγνώστης     | Μπέκος             | Διοικητικό Προσωπικό
          1414 | Φωκίων         | Μπίκα              | Διοικητικό Προσωπικό
          1494 | Αγησίλαος      | Μπακουλή           | Διοικητικό Προσωπικό
          1572 | Αγάθη          | Μπαλανίκα          | Διοικητικό Προσωπικό
          1542 | Χρυσοβαλάντω   | Μπαλτατζή          | Διοικητικό Προσωπικό
          1540 | Ασημούλα       | Μπαντής            | Διοικητικό Προσωπικό
          1409 | Αποστολία      | Μπενέτου           | Διοικητικό Προσωπικό
          1553 | Σάββας         | Μποζίκη            | Διοικητικό Προσωπικό
          1482 | Κασσάνδρα      | Μποτζιώρη          | Διοικητικό Προσωπικό
          1268 | Μαργιέττα      | Μπουλούκος         | Διοικητικό Προσωπικό
          1568 | Θεοχάρης       | Μποφός             | Διοικητικό Προσωπικό
          1293 | Δαμασκηνή      | Μπούζα             | Διοικητικό Προσωπικό
          1581 | Λουδοβίκος     | Μπρούζου           | Διοικητικό Προσωπικό
          1251 | Ευτυχία        | Νασίκας            | Διοικητικό Προσωπικό
          1490 | Γεράσιμος      | Νικολάου           | Διοικητικό Προσωπικό
          1318 | Φωτεινή        | Ντανώλα            | Διοικητικό Προσωπικό
          1520 | Γεράσιμος      | Ντανώλα            | Διοικητικό Προσωπικό
          1278 | Ηλίας          | Ντόβας             | Διοικητικό Προσωπικό
          1358 | Κλεονίκη       | Ξηρογιάννης        | Διοικητικό Προσωπικό
          1544 | Υπαπαντή       | Ορφανάκης          | Διοικητικό Προσωπικό
          1369 | Τίμων          | Ορφανάκης          | Διοικητικό Προσωπικό
          1552 | Κατερίνα       | Ορφανιώτης         | Διοικητικό Προσωπικό
          1550 | Πανορμίτης     | Πάνου              | Διοικητικό Προσωπικό
          1579 | Κοκκώνα        | Πέττα              | Διοικητικό Προσωπικό
          1576 | Αγγελής        | Παλαιολογοπούλου   | Διοικητικό Προσωπικό
          1280 | Δημήτριος      | Παλαιολόγος        | Διοικητικό Προσωπικό
          1503 | Ρούσα          | Παλαμπουγιούκη     | Διοικητικό Προσωπικό
          1584 | Γιολάντα       | Παντζαρτζίδης      | Διοικητικό Προσωπικό
          1302 | Πλούταρχος     | Παντζαρτζίδης      | Διοικητικό Προσωπικό
          1272 | Αύγουστος      | Παντζαρτζίδης      | Διοικητικό Προσωπικό
          1560 | Αρετή          | Παπαγιαννακόπουλος | Διοικητικό Προσωπικό
          1441 | Μάριος         | Παπαδάκης          | Διοικητικό Προσωπικό
          1495 | Φλωρεντία      | Παπαδήμα           | Διοικητικό Προσωπικό
          1453 | Ραχήλ          | Παπαδημητράκης     | Διοικητικό Προσωπικό
          1348 | Βενετία        | Παπαευαγγέλου      | Διοικητικό Προσωπικό
          1463 | Γιάννης        | Παπαθωμά           | Διοικητικό Προσωπικό
          1454 | Μαυροειδής     | Παπακωνσταντίνου   | Διοικητικό Προσωπικό
          1474 | Θεοδοσία       | Παπανδρέου         | Διοικητικό Προσωπικό
          1334 | Μαργιέττα      | Παπανδρέου         | Διοικητικό Προσωπικό
          1589 | Φεβρωνία       | Παπανικολάου       | Διοικητικό Προσωπικό
          1367 | Λεονάρδος      | Παπασταύρου        | Διοικητικό Προσωπικό
          1554 | Φιλιώ          | Παρασκευά          | Διοικητικό Προσωπικό
          1387 | Κοσμάς         | Παργανάς           | Διοικητικό Προσωπικό
          1296 | Σαπφώ          | Παρούσης           | Διοικητικό Προσωπικό
          1315 | Ανδροκλής      | Πατσούρας          | Διοικητικό Προσωπικό
          1402 | Πολυχρονία     | Παυλή              | Διοικητικό Προσωπικό
          1447 | Φανούριος      | Περιστερόπουλος    | Διοικητικό Προσωπικό
          1378 | Υβόννη         | Περουλάκη          | Διοικητικό Προσωπικό
          1298 | Χριστοδούλα    | Πετρίδου           | Διοικητικό Προσωπικό
          1510 | Ναθαναήλ       | Πετροσιάν          | Διοικητικό Προσωπικό
          1339 | Ερασμία        | Πετσιά             | Διοικητικό Προσωπικό
          1330 | Νεόφυτος       | Πετσιά             | Διοικητικό Προσωπικό
          1561 | Κωνσταντίνος   | Πικούνης           | Διοικητικό Προσωπικό
          1543 | Λεώνη          | Πισκοπάνη          | Διοικητικό Προσωπικό
          1316 | Οδύσσεια       | Πλιάτσικας         | Διοικητικό Προσωπικό
          1354 | Ναταλίνα       | Πολυχρονόπουλος    | Διοικητικό Προσωπικό
          1392 | Θεοπίστη       | Πολυχρονόπουλος    | Διοικητικό Προσωπικό
          1473 | Ροδαμάνθη      | Πολυχρόνης         | Διοικητικό Προσωπικό
          1418 | Όθων           | Προβής             | Διοικητικό Προσωπικό
          1592 | Σωτηρία        | Ράλλης             | Διοικητικό Προσωπικό
          1377 | Διογένης       | Ράλλης             | Διοικητικό Προσωπικό
          1597 | Βερονίκη       | Ρέγκας             | Διοικητικό Προσωπικό
          1270 | Αρέθα          | Ρήγας              | Διοικητικό Προσωπικό
          1306 | Κανέλλα        | Ροϊδούλης          | Διοικητικό Προσωπικό
          1353 | Ιορδάνης       | Σακελλαρίου        | Διοικητικό Προσωπικό
          1442 | Ιοκάστη        | Σακκή              | Διοικητικό Προσωπικό
          1421 | Σπυριδούλα     | Σαλίχος            | Διοικητικό Προσωπικό
          1371 | Αναγνώστης     | Σαμαράς            | Διοικητικό Προσωπικό
          1508 | Λεωνίδας       | Σδούκου            | Διοικητικό Προσωπικό
          1312 | Χριστοφόρα     | Σεμπέπου           | Διοικητικό Προσωπικό
          1419 | Λεώνη          | Σιμητοπούλου       | Διοικητικό Προσωπικό
          1359 | Ιγνάτιος       | Σιώρης             | Διοικητικό Προσωπικό
          1351 | Ιάκωβος        | Σκασίλα            | Διοικητικό Προσωπικό
          1564 | Λεωνιδιά       | Σκορδάκης          | Διοικητικό Προσωπικό
          1283 | Πανδώρα        | Σμαρδάς            | Διοικητικό Προσωπικό
          1313 | Ιορδάνης       | Σμιτ               | Διοικητικό Προσωπικό
          1275 | Ισαάκ          | Σμπρίνης           | Διοικητικό Προσωπικό
          1591 | Απολλωνία      | Σπανίδου           | Διοικητικό Προσωπικό
          1407 | Παυλίνα        | Σπορδιλής          | Διοικητικό Προσωπικό
          1489 | Μαριάννα       | Σταματιάδης        | Διοικητικό Προσωπικό
          1340 | Σαββούλα       | Στούμπου           | Διοικητικό Προσωπικό
          1455 | Θεοδώρα        | Στραβοσνίχης       | Διοικητικό Προσωπικό
          1527 | Στεργιανή      | Στρατογιάννη       | Διοικητικό Προσωπικό
          1413 | Πολυχρονία     | Στυλιανίδου        | Διοικητικό Προσωπικό
          1483 | Θάλεια         | Στόγιος            | Διοικητικό Προσωπικό
          1290 | Σαμουήλ        | Σύψα               | Διοικητικό Προσωπικό
          1397 | Αφέντης        | Τάρναρης           | Διοικητικό Προσωπικό
          1294 | Μιχαήλ         | Τάσση              | Διοικητικό Προσωπικό
          1287 | Θεοδόσης       | Τασιούλας          | Διοικητικό Προσωπικό
          1342 | Βαλέρια        | Τζαναβάρα          | Διοικητικό Προσωπικό
          1374 | Μελπομένη      | Τζιάρας            | Διοικητικό Προσωπικό
          1308 | Αστέρω         | Τζιγκούρα          | Διοικητικό Προσωπικό
          1376 | Παρέσσα        | Τζιγκούρα          | Διοικητικό Προσωπικό
          1491 | Θέτις          | Τζουμάκης          | Διοικητικό Προσωπικό
          1511 | Χρυσοβαλάντιος | Τοπαλή             | Διοικητικό Προσωπικό
          1346 | Στεργιαννώ     | Τουλάκη            | Διοικητικό Προσωπικό
          1401 | Φοίβη          | Τραχίλης           | Διοικητικό Προσωπικό
          1329 | Βελισσαρία     | Τσέας              | Διοικητικό Προσωπικό
          1556 | Ευδόξιος       | Τσέτου             | Διοικητικό Προσωπικό
          1343 | Λαμπρινή       | Τσαγλιώτης         | Διοικητικό Προσωπικό
          1478 | Μιχάλης        | Τσακαλάκου         | Διοικητικό Προσωπικό
          1311 | Ηλέκτρα        | Τσακανίκας         | Διοικητικό Προσωπικό
          1587 | Αδάμ           | Τσαμασλίδης        | Διοικητικό Προσωπικό
          1325 | Θεοδώρα        | Τσαμασλίδης        | Διοικητικό Προσωπικό
          1388 | Πολυζώης       | Τσαμοπούλου        | Διοικητικό Προσωπικό
          1279 | Βαρσάμος       | Τσαμτσούρη         | Διοικητικό Προσωπικό
          1479 | Βέρα           | Τσανάκα            | Διοικητικό Προσωπικό
          1372 | Αφέντρα        | Τσαπραλής          | Διοικητικό Προσωπικό
          1566 | Ρουμπίνη       | Τσετσέρη           | Διοικητικό Προσωπικό
          1305 | Ναθαναήλ       | Τσετσέρη           | Διοικητικό Προσωπικό
          1437 | Αννίκα         | Τσιαμούρας         | Διοικητικό Προσωπικό
          1373 | Δημούλα        | Τσιατής            | Διοικητικό Προσωπικό
          1475 | Δαμασκηνός     | Τσιατής            | Διοικητικό Προσωπικό
          1252 | Αγάθη          | Τσιγαρίδας         | Διοικητικό Προσωπικό
          1537 | Αρετή          | Τσικρίκα           | Διοικητικό Προσωπικό
          1509 | Νεόφυτος       | Τσιπλίκωφ          | Διοικητικό Προσωπικό
          1257 | Βαλάντω        | Τσιτούρας          | Διοικητικό Προσωπικό
          1422 | Ανάργυρη       | Τσουκνίδας         | Διοικητικό Προσωπικό
          1516 | Ζηναϊς         | Τσούρα             | Διοικητικό Προσωπικό
          1546 | Γαλάτιος       | Τσώνης             | Διοικητικό Προσωπικό
          1395 | Σπυράννα       | Τσώνης             | Διοικητικό Προσωπικό
          1551 | Ευδόξιος       | Τυμβίου            | Διοικητικό Προσωπικό
          1420 | Στέλλα         | Τόγια              | Διοικητικό Προσωπικό
          1304 | Νεφέλη         | Τόλη               | Διοικητικό Προσωπικό
          1349 | Μελίνα         | Φίλκα              | Διοικητικό Προσωπικό
          1512 | Οδύσσεια       | Φαρμάκη            | Διοικητικό Προσωπικό
          1323 | Πασχάλης       | Φασουλή            | Διοικητικό Προσωπικό
          1590 | Κλαίρη         | Φιλίππου           | Διοικητικό Προσωπικό
          1267 | Θεοφίλη        | Φιλιάγκου          | Διοικητικό Προσωπικό
          1365 | Ευριπίδης      | Φιλιάγκου          | Διοικητικό Προσωπικό
          1317 | Ματθαίος       | Φιλιππάτος         | Διοικητικό Προσωπικό
          1289 | Γεράσιμος      | Φουτσιτζής         | Διοικητικό Προσωπικό
          1487 | Χαρίκλεια      | Φούσκας            | Διοικητικό Προσωπικό
          1285 | Λουλουδένια    | Φραντζής           | Διοικητικό Προσωπικό
          1307 | Σαμουήλ        | Φωκαδελής          | Διοικητικό Προσωπικό
          1502 | Τίμων          | Χαραλαμπίδου       | Διοικητικό Προσωπικό
          1326 | Κλήμης         | Χαρτερός           | Διοικητικό Προσωπικό
          1362 | Αντύπας        | Χαρτερός           | Διοικητικό Προσωπικό
          1533 | Γλυκερία       | Χατζηχαρίστου      | Διοικητικό Προσωπικό
          1333 | Θέμις          | Χιωτίδου           | Διοικητικό Προσωπικό
          1444 | Μεγακλής       | Χιωτίδου           | Διοικητικό Προσωπικό
          1327 | Ερρίκος        | Χονδρολίδης        | Διοικητικό Προσωπικό
          1459 | Ταξίαρχος      | Χουντής            | Διοικητικό Προσωπικό
          1448 | Πολυζώης       | Χουχουλής          | Διοικητικό Προσωπικό
          1563 | Ραλλία         | Χριστάκης          | Διοικητικό Προσωπικό
          1276 | Λεμονιά        | Χριστάρας          | Διοικητικό Προσωπικό
          1320 | Ευμένιος       | Χρυσοβέργης        | Διοικητικό Προσωπικό
          1547 | Σώζων          | Ψυλλάκης           | Διοικητικό Προσωπικό
          1386 | Μαριάνθη       | Ψυρρή              | Διοικητικό Προσωπικό
(1567 rows)

